0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
447594,422085,546591,799739,757451,846329,729206,681643,783254,864021,772647,789446,793898,769732,317436,359730,322430,265664,298508,295696,316475,192402,522244,329885,394961,465362,307895,435338,343560,340763,322383,299176,315315,279380,382405,427016,425745,181108,176329,147575,0,124197,167666,362229,153395,105495,268343,55159,152071,351240,106874,143952,309583,149745,184110,54183,110249,128200,282288,168631,144139,483054,24344,148270,339232,90896,164389,158423,420054,411173,417969,143870,175785,182755,416125,221415,764370,337945,75949,251112,231525
348876,300072,448354,677726,635438,724316,607193,559630,661241,742008,650634,667433,671885,647719,195423,237717,200417,143651,176495,173684,194462,70389,424007,275998,272948,366644,185882,336620,298693,286876,200370,177163,193302,157367,260392,380990,303732,59095,54316,25562,125431,0,45653,325542,237404,189504,222437,139168,106164,326142,190883,227961,195754,26436,62097,102141,81826,207265,227092,46618,228148,567063,108228,227335,423241,174905,248398,264189,504064,495182,501978,249636,281691,292343,500135,305424,642357,215932,185536,186557,109512
320727,271923,420205,654824,612536,701415,584292,536729,638339,719107,627732,644531,648983,624817,172521,214815,172268,120749,148346,145535,166313,42240,395858,274053,244799,338495,162981,308471,296749,284932,177468,154261,170401,134465,237491,352841,275583,30946,13019,13604,168186,45640,0,323598,280159,232259,211217,181924,101233,324198,233638,270716,172852,34131,17936,144896,77192,250020,204190,10062,270903,609818,150984,270090,389115,217660,291153,317567,546819,537937,544733,292391,277057,335098,542890,348179,619456,193031,228291,167356,60355
306474,456784,503612,933262,890974,979853,862729,815166,916777,997545,906170,922969,927421,903255,502718,545222,357129,449804,323019,329022,351175,354459,479265,135665,429660,300833,492515,296724,100824,151485,478592,509650,500807,483803,561993,272211,460444,331810,311781,341473,362094,326361,324398,0,221869,258513,540272,308952,430288,12890,260278,228654,501907,362449,319687,392945,405509,236624,533245,343517,236625,395109,338769,208153,101064,274642,221838,474171,408845,399963,406759,459618,572643,454006,392324,331784,890071,517533,350050,222703,322001
434045,486215,533042,915442,873154,962032,844909,797346,898956,979724,888350,905148,909600,885435,433138,475432,386560,381366,352449,358452,380605,308104,508695,288800,459090,451812,423598,421789,278976,299679,438086,414879,431018,395083,498108,466159,489874,296811,292032,263278,153941,239900,283368,223031,0,50360,398952,100799,282679,212041,45339,9988,433470,264152,299813,184792,240858,37786,412897,284334,15476,334016,130616,38327,200034,60087,14350,266018,314049,305167,311963,251465,364490,245853,310119,110635,880073,453648,141897,252133,272292
469768,489065,568765,866719,824431,913309,796186,748623,850233,931001,839626,856425,860877,836711,384415,426709,389410,332643,365487,362676,383455,259381,544418,324523,461940,487536,374875,457512,314699,335402,389363,366156,382295,346359,449385,501882,492724,248088,243309,214555,105218,191177,234645,258754,49920,0,350229,52076,233956,247765,13998,40477,384747,215428,251090,136069,192135,37672,364174,235611,55527,379579,81893,57374,235757,18301,60914,217295,327178,318297,325093,202742,315767,197130,323249,128539,831350,404925,93174,287857,298505
410661,296187,510139,576943,534655,623533,506410,458847,560458,641225,549851,566650,571102,546936,102489,151888,250380,126085,281699,266997,243681,222253,485792,493424,283715,428429,114931,398405,515549,504303,130641,101288,113222,111947,162366,442775,296853,211071,220350,210725,269567,233917,210072,538545,398304,350403,0,300068,118135,539145,351783,388861,43359,202106,221069,232860,160677,372838,16064,202546,389048,727963,269252,392909,584141,335805,409298,392485,664963,656082,662878,404665,351975,453242,661034,466324,541574,118217,346436,375287,254519
460476,438510,559473,816164,773876,862755,745631,698069,799679,880447,789072,805871,810323,786157,333861,376155,338855,282089,314933,312122,332901,208827,535125,342766,411386,478243,324321,448220,356441,353644,338808,315601,331740,295805,398830,439897,442170,197533,192755,164000,54664,140623,184091,308955,100121,52221,299674,0,183402,297966,53600,90678,334192,164874,200535,85514,141580,87873,313620,185056,90865,429780,31339,107575,285958,37622,111115,196386,366780,357899,364695,181833,265213,174143,362851,168141,780796,354370,70187,263993,247950
387743,338939,487220,663996,621708,710586,593463,545900,647511,728278,636904,653702,658155,633989,181693,223987,239284,129921,215361,212550,233329,109255,462873,376002,311814,405510,172152,375487,398698,386881,186640,163433,179572,143637,246662,419856,342599,98073,107352,97727,152859,107712,97074,425547,281595,233695,118326,183359,0,426147,235074,272152,159566,85398,108071,116152,43968,256130,132272,89548,272339,611254,152544,276200,467432,219096,292589,288159,548255,539373,546169,300339,247649,336534,544326,349615,628627,202202,229727,269305,141521
306231,456542,503369,933019,890731,979610,862487,814924,916534,997302,905927,922726,927178,903012,502476,544979,356887,449561,322777,328779,350932,354216,479022,135422,429417,300591,492272,296481,100581,151242,478349,509407,500564,483560,561750,271968,460201,331567,311538,341230,350795,326118,324155,13014,210570,247214,540029,297653,430045,0,248979,217355,501664,362206,319444,381646,437711,225325,533002,343275,225326,377120,327470,196854,83075,263343,210539,462872,397546,388664,395460,448319,561344,442707,373064,320485,889828,517290,338751,222461,321758
471754,490005,570751,867659,825371,914250,797126,749563,851174,931941,840567,857366,861818,837652,385356,427650,390350,333584,366428,363617,384396,260322,546404,326509,462881,489521,375816,459498,316685,337387,390303,367096,383235,347300,450325,503867,493665,249028,244250,215495,106159,192118,235586,260740,44485,13599,351169,53016,234897,249750,0,35042,385687,216369,252030,137009,193075,40117,365115,236551,40299,375145,82834,59819,237742,17352,55479,212914,316215,307333,314129,198361,316708,192749,312286,117575,832291,405865,88793,289842,299445
440354,492524,539351,905267,862979,951857,834734,787171,888782,969549,878175,894974,899426,875260,422964,465258,392869,371192,358758,364761,386914,297930,515004,295109,465399,458122,413423,428098,285285,305988,427911,404704,420843,384908,487933,472468,496183,286636,281857,253103,143767,229725,273194,229340,12650,40185,388777,90624,272505,218350,35164,0,423295,253977,289638,174617,230683,39957,402723,274159,17194,343310,120441,59658,206343,49913,23645,255844,323343,314461,321257,241291,354316,235678,319414,123941,869898,443473,131722,258442,268812
369884,255410,469362,551120,508832,597711,480588,433025,534635,615403,524028,540827,545279,521113,61712,111111,209603,85308,240923,226220,202904,183662,445015,452647,242938,387652,74154,357628,474772,463526,89864,60511,72446,71170,121590,401998,256076,172479,181759,172133,310562,195326,171480,499953,429844,381944,45378,331609,159129,500553,383324,420402,0,180244,182477,273855,201671,399705,35153,163955,420589,759504,300669,419776,565470,367346,440839,421736,696504,687623,694419,433916,381225,484783,692575,497865,515752,77440,377977,334510,196740
336974,288170,436452,661323,619035,707913,590790,543227,644837,725605,634230,651029,655481,631315,179019,221313,188515,127247,164593,161782,182561,58487,412105,313840,261046,354742,169479,324718,336536,324719,183967,160760,176899,140963,243989,369088,291830,47193,44029,28945,151303,26761,33751,363385,261279,213379,204062,163044,87790,363985,214758,251836,179351,0,57191,114596,45847,231140,218007,34716,252024,590939,132104,251210,428902,198780,272273,286222,527939,519057,525853,298402,245711,316218,524010,329299,625954,199529,209411,207143,97610
315710,266906,415188,666643,624355,713233,596110,548547,650157,730925,639550,656349,660801,636635,184339,226633,167251,132567,143329,140518,161296,37223,390841,269756,239782,333478,174799,303454,292452,280635,189287,166080,182219,146283,249309,347824,270566,14573,14996,44532,184757,62212,17939,319301,296730,248830,223035,198495,113052,319901,250210,287287,184671,57966,0,161467,101026,266591,216008,26281,287475,626390,167555,236236,384818,234232,307724,341402,563390,554508,561305,308963,300891,351669,559461,364750,631274,204849,244863,163059,44014
447713,398909,547191,776563,734275,823153,706030,658467,760078,840845,749471,766270,770722,746556,294260,336554,299254,242488,275332,272521,293300,169226,522844,351526,371785,465481,284720,435457,365201,362404,299207,276000,292139,256204,359229,479827,402569,157932,153154,124399,55054,101021,144490,392625,183791,135890,231946,85555,115674,381636,137270,174348,273186,113348,160934,0,73852,158325,245891,145455,174535,513450,54740,178396,369628,121292,194785,174157,450450,441569,448365,159604,182011,238729,446521,251811,741195,314769,131923,272753,208349
379343,330539,478820,703691,661403,750281,633158,585595,687206,767973,676599,693397,697850,673684,221387,263682,230884,169616,206961,204150,224929,100855,454473,356209,303414,397110,211847,367087,378904,367087,226335,203128,219267,183332,286357,411456,334198,89562,86397,71314,111337,82761,76119,405753,240074,192173,160391,141838,44119,437918,193553,230631,201631,43876,99560,74630,0,214608,174337,77085,230818,569733,111023,234679,425911,177575,251068,243496,506733,497852,504648,255676,202986,295012,502804,308094,668322,241897,188206,249511,139979
446557,498727,545554,881716,839428,928306,811183,763620,865230,945998,854623,871422,875874,851709,399412,441706,399072,347640,364962,370964,393117,274378,521207,301312,471602,464325,389872,434301,291488,312191,404360,381153,397292,361356,464382,478671,502386,263085,258306,229552,127156,206174,249642,235543,47369,36909,371848,87347,255576,224553,38623,37926,399744,230425,266087,157688,213754,0,385794,250608,52977,356368,101867,24887,212546,52987,43156,252567,336400,327519,334315,238014,337387,232401,332471,146734,846347,419922,128445,264645,242733
401391,286918,500869,563198,520910,609789,492666,445103,546713,627481,536106,552905,557357,533191,93219,142618,241110,116815,272430,257727,234411,215169,476522,484154,274445,419159,105661,389135,506279,495033,121371,92018,103953,102677,153097,433505,287583,203986,213266,203640,282867,226833,202987,531461,411603,363703,16266,313367,131434,532060,365082,402160,34089,215405,213984,246159,173976,386137,0,195462,402347,741262,282552,406208,597440,349104,422597,393879,678262,669381,676177,406059,353369,466541,674333,479623,527830,108947,359735,366017,228247
304660,255856,404138,647132,604844,693722,576599,529036,630647,711414,620040,636838,641290,617125,164828,207123,156201,113057,132279,129468,150247,26173,379791,292809,228732,322428,155288,292404,315504,303687,169776,146569,162708,126773,229798,336774,259516,14879,27661,23332,169070,46525,10137,342353,281043,233143,203525,182808,93541,342953,234522,271600,165160,35015,24877,145780,78076,250904,196498,0,271788,610703,151868,270974,407870,218544,292037,318451,547703,538821,545618,293276,277941,335982,543774,349063,611763,185338,229176,186112,65296
448596,500765,547593,905285,862997,951876,834753,787190,888800,969568,878193,894992,899444,875278,422982,465276,401110,371210,367000,373003,395156,297948,523246,303351,473641,466363,413442,436340,293527,314229,427929,404722,420861,384926,487952,480709,504425,286654,281876,253122,143785,229744,273212,237582,15303,54768,388795,90642,272523,226592,40230,17162,423313,253995,289656,174635,230701,54540,402741,274178,0,318822,120460,74241,214584,54978,26342,250540,298855,289973,296770,235987,354334,199390,294926,96270,869917,443491,126419,266684,292088
719992,772162,818989,1248639,1206351,1295230,1178107,1130544,1232154,1312922,1221547,1238346,1242798,1218632,757316,799610,672507,705544,638396,644399,666552,632282,794642,516442,745037,737760,747776,707736,481602,532263,762264,739057,755196,719261,822286,752106,775821,620989,616210,587456,478119,564078,607546,396652,332787,374538,723130,424977,606857,377809,373653,342003,757648,588329,623991,508970,565036,357285,737075,608512,317807,0,454794,357084,295898,390667,315033,563171,125141,118933,111156,575351,606320,416196,89548,286875,1205448,777826,416086,538080,591791
428798,405926,527795,783580,741292,830170,713047,665484,767094,847862,756487,773286,777738,753572,301276,343570,306271,249504,282348,279537,300316,176242,503448,311089,378801,446566,291736,416542,324764,321967,306224,283017,299156,263220,366246,408220,409585,164949,160170,131416,24201,108038,151506,339261,130426,82526,269212,32191,152940,328271,83905,120983,301608,132289,167951,55052,111118,103082,283157,152472,121171,460086,0,137880,316263,67927,141420,182990,397086,388204,395000,168437,234751,185365,393157,198446,748211,321786,78558,232316,215366
401679,453849,500676,904281,861993,950872,833748,786186,887796,968564,877189,893988,898440,874274,421978,464272,354194,370206,320084,326086,348239,296944,476329,256434,426724,419447,412438,389423,246610,267313,426925,403718,419857,383922,486948,433793,457508,285650,224416,252117,149721,228740,272208,205917,43511,59110,394414,109548,278142,194927,60824,60127,422309,252991,232197,180254,236320,25879,408359,273173,75178,356691,124433,0,182920,75188,43479,274768,336724,327842,334639,260215,359952,254602,332795,168935,868913,442487,150647,219768,247791
392379,521741,568568,998219,955931,1044809,927686,880123,981733,1062501,971126,987925,992377,968211,567675,610178,422086,514760,387976,393979,416131,419415,544221,221570,494617,386739,557471,382629,186729,237390,543548,574606,565763,548759,626949,358116,525401,396766,376738,406429,340323,426281,389354,101780,200098,236741,585333,287180,469061,82937,238506,206882,566863,450533,384644,371173,427239,214852,599279,408474,214854,295158,316997,186381,0,252871,200066,452400,317410,311202,310468,437847,550872,432234,291102,282641,955027,582489,328278,287660,386957
486048,474772,585044,852426,810138,899017,781893,734331,835941,916709,825334,842133,846585,822419,370123,412417,375117,318351,351195,348384,369163,245089,560697,340802,447648,503815,360583,473791,330978,351681,375070,351863,368002,332067,435093,518161,478432,233795,229017,200263,90926,176885,220353,275033,66199,18299,335936,37783,219664,264044,17533,56756,370454,201136,236797,121776,177842,53951,349882,221319,54798,395858,67601,73653,252036,0,77193,201169,330714,321832,328628,186616,301475,181003,326785,132074,817058,390632,77047,304136,284213
434264,486434,533261,925055,882767,971646,854522,806960,908570,989338,897963,914762,919214,895048,442752,485046,386779,390980,352669,358671,380824,317718,508914,289019,459309,452032,433212,422008,279195,299898,447699,424492,440631,404696,507722,466378,490093,306424,301646,272892,163555,249514,292982,223250,14086,59974,408565,110412,292293,212260,54953,23302,443083,273765,309426,194405,250471,44977,422511,293948,25437,316088,140230,44776,200253,69701,0,275632,296120,287239,294035,261079,374104,255466,292191,120596,889687,463261,151510,252352,279483
623280,574476,722757,848533,840580,888825,790378,788061,832048,912816,821707,838240,836393,808206,465325,507619,474821,413553,450898,448087,468866,344792,698410,486857,547351,641047,455785,611024,500532,497735,470272,447065,463204,427269,530294,655393,578135,333499,330335,315251,157402,274773,320056,471998,263164,215264,393642,196321,290428,461009,216643,253721,423267,287814,343497,173165,246236,250916,395909,321022,253908,564679,181316,270618,449001,200665,274158,0,460195,446155,461226,14304,54475,83375,476994,237920,874232,485834,122205,408084,383916
700094,752264,799091,1182215,1139927,1228805,1111682,1064119,1165729,1246497,1155122,1171921,1176373,1152207,699911,742205,652609,648139,618499,624501,646654,574877,774744,554849,725139,717862,690371,687838,493090,565728,704859,681652,697791,661855,764881,732208,755923,563584,558805,530051,420714,506673,550141,407842,313187,328154,665725,367572,549452,396852,317159,322403,700243,530924,566586,451565,507631,337686,679670,551107,298207,126059,397389,337485,319517,331908,295434,458599,0,14147,8520,470779,501749,350300,38373,201741,1146846,720421,330953,518183,572191
691005,743175,790002,1173126,1130838,1219716,1102593,1055030,1156640,1237408,1146033,1162832,1167284,1143118,690822,733116,643520,639050,609410,615412,637565,565788,765655,545760,716050,708773,681282,678749,484001,556639,695770,672563,688702,652766,755792,723119,746834,554495,549716,520962,411625,497584,541052,398753,304098,319065,656636,358483,540363,387763,308070,313314,691154,521835,557497,442476,498542,328597,670581,542018,289118,119393,388300,328396,312851,322819,286345,445885,15001,0,16032,458065,489035,337586,31708,192652,1137757,711332,321863,509094,563102
699099,751268,798095,1181219,1138931,1227809,1110686,1063123,1164734,1245501,1154127,1170925,1175377,1151212,698915,741210,651613,647144,617503,623506,645658,573881,773748,553853,724144,716866,689375,686842,492094,564732,703863,680656,696795,660860,763885,731212,754928,562588,557809,529055,419718,505677,549145,406846,312191,327159,664729,366576,548456,395856,316164,321407,699247,529929,565590,450569,506635,336690,678674,550111,297212,108806,396393,336489,313214,330912,294438,459236,8476,14783,0,471416,502386,330066,24557,200746,1145850,719425,329957,517187,571196
590961,559055,689958,859762,851809,900054,801607,799290,843277,924045,832936,849469,847622,819435,454406,496700,459400,402634,435477,432666,453445,329372,665611,473251,531931,608729,444865,578705,486927,484130,459353,436146,452285,416350,519375,570383,562715,318078,313299,284545,143796,261167,304636,458393,249558,201658,404871,182716,301657,447403,203037,240115,434496,299042,321080,159560,257465,237311,407138,305601,240303,575908,167710,257012,435395,187059,260552,14824,471424,457384,472455,0,65704,85713,488223,221225,885461,474915,108599,394479,368495
580765,531961,680242,806018,798065,846310,747863,745546,789533,870301,779192,795725,793878,765691,422810,465104,432306,371038,408383,405572,426351,302277,655895,533076,504837,598532,413270,568509,546751,543955,427757,404550,420689,384754,487780,612878,535621,290984,287820,272736,175134,282572,277541,574175,365341,317441,351127,267105,247913,563186,318820,355898,380752,245299,300982,183545,203721,339875,353394,278507,356085,607945,236290,359946,551178,302842,376335,54068,503461,489421,504492,66248,0,132272,520260,286818,831717,443319,174149,450934,341401
612580,589707,711577,922905,925073,963196,864749,849265,906419,987187,896078,912611,910764,882577,485057,527352,490052,433286,466129,463318,484097,360023,687230,494870,562583,630347,475517,600324,508545,505748,490005,466798,482937,447002,550027,592002,593367,348730,343951,315197,184754,291819,335288,453885,245050,197150,452831,173906,336559,442895,198529,235607,485389,316071,351732,238671,294737,232803,466777,336253,198799,414161,184495,252504,430887,182551,256044,80410,354999,340959,356030,83151,128846,0,326476,158302,931992,505567,104306,416097,399147
696834,749003,795831,1178954,1136666,1225545,1108421,1060859,1162469,1243237,1151862,1168661,1173113,1148947,696651,738945,649348,644879,615238,621241,643394,571617,771484,510971,721879,714601,687111,684578,476130,526791,701598,678391,694530,658595,761621,728947,752663,560323,555545,526791,417454,503413,546881,390882,309927,324894,662464,364311,546192,379892,313899,319143,696982,527664,563325,448304,504370,334425,676410,547847,294947,89367,394129,334224,291038,328647,292173,474777,36748,30539,22762,486957,517927,327802,0,198481,1143586,717160,327692,514922,568931
543136,604126,642133,981780,939492,1028370,911247,863684,965295,1046062,954688,971486,975939,951773,499476,541771,504471,447705,480548,477737,498516,374442,617786,397891,577002,560904,489936,530880,388067,408770,504424,481217,497356,461421,564446,575250,607786,363149,358370,329616,220279,306238,349707,332122,109844,127720,465290,167137,349018,321133,116725,111497,499808,330490,366151,251130,307196,147467,479235,350672,95398,285447,196954,167168,281653,131473,120883,234761,201691,192809,199606,220208,286591,158615,197762,0,946411,519986,130461,361225,413566
677078,435666,516001,101720,39038,176384,104556,96578,93883,183913,122169,109337,123952,119632,458721,412953,535022,510565,577147,562444,552300,600033,554880,788871,476455,694845,458898,664822,810996,799750,467919,476914,450960,490976,404663,709191,436409,620241,629520,619894,765633,643087,619242,888625,877606,829705,541455,779370,633179,889225,831085,868163,517572,628005,630239,742342,671066,847466,526609,611716,868350,1204962,748430,867537,954142,815107,888600,872661,1184695,1175813,1182609,884841,832151,932544,1180766,945626,0,441264,825738,670734,648012
333851,187095,433329,479611,437323,526201,409078,361515,463126,543893,452519,469318,473770,449604,22595,39235,173570,84142,204889,190187,166871,173610,408982,416614,188184,351619,32475,321595,438739,427493,41144,34676,24537,64553,44480,365965,178878,193818,203097,193472,339210,216664,192819,516368,451183,403283,119495,352947,206756,516968,404662,441740,77932,201582,203816,315920,244643,421043,109270,185293,441927,780842,322007,441114,581885,388684,462177,485018,717843,708961,715757,463415,444508,506121,713914,519203,444243,0,399315,298477,201033
505202,482329,604199,859983,817695,906574,789451,741888,843498,924266,832891,849690,854142,829976,377680,419974,382674,325908,358752,355941,376720,252646,579852,387492,455205,522969,368140,492946,401168,398371,382627,359420,375559,339624,442650,484624,485989,241352,236574,207820,77376,184442,227910,349860,141025,93125,345454,69882,229181,338870,94505,131582,378011,208693,244354,131293,187359,128778,359399,228876,131770,415068,77118,148480,326863,78527,152019,120902,331311,322430,329226,106349,171781,107025,327382,130800,824615,398189,0,308720,291770
185864,237809,284861,714287,671999,760877,643754,596191,697802,778569,687195,703993,708445,684280,283743,326246,138154,272439,104044,110047,132199,212956,260514,120935,210685,203631,273539,173608,143060,131813,259616,290675,281832,264828,343017,217977,241469,174723,154695,184387,264024,185833,167312,220689,250454,287098,376014,275615,273202,221289,288862,257239,334451,205362,162601,285502,248423,265208,365789,186431,265210,537026,243977,220686,286206,303227,250422,422812,516758,507877,514673,408259,448288,428091,512829,360369,671095,298557,321285,0,122808
263476,214672,362954,691150,648862,737740,620617,573054,674665,755432,664058,680857,685309,661143,186909,229413,115017,123810,91095,88284,109063,39800,338607,225199,187548,281244,176706,251220,247324,236078,162783,160082,184998,132576,246184,295590,218332,44700,56022,85618,231357,108811,79669,322124,273038,295430,262844,245094,152860,322724,296809,278282,196971,97302,44147,208067,140362,244034,228309,65617,334074,591642,214154,251854,387641,280831,278430,380738,609989,601108,607904,355562,340227,398268,606060,411350,647959,201724,291462,123162,0
